"marketId","town","region","marketName","afmaMember","venueName","venueAddress","region","marketType","upcoming","distanceKm","schedule","contact","website","photoLink","longitude","latitude"
"1524","Rolling Hills","","Rolling Hills","false","Rolling Hills Arena","","","","true","","Wednesday; 4:00 PM - 7:00 PM;  May 20, 2015 - Sep 30, 2015 (indoor); ","Phone: 403-977-7405","","","-111.77183","50.22596"
"391","Rycroft","","Rycroft","false","Rycroft Agricultural Building","5010 49 Ave","","","true","","Thursday; 12:00 PM - 4:00 PM;  May 7, 2015 - Jun 18, 2015; Every 2nd Week (indoor); ","Phone: 780-765-2889","http://www.rycroftfarmersmarket.org","","-118.70838","55.75603"
"262","Seba Beach","","Seba Beach","false","Seba Beach Heritage Pavilion ","505 1st Ave S","","","false","","Saturday; 10:30 AM - 12:30 PM;  May 9, 2015 - Sep 19, 2015 (indoor and outdoor); ","Phone: 780-797-5393","http://sebabeachfarmersmarket.weebly.com/","","-114.73865","53.54118"
"700","Sherwood Park","","Sherwood Park","false","Strathcona County Community Centre","401 Festival Lane","","","true","","Wednesday; 5:00 PM - 8:00 PM;  Jan 7, 2015 - Dec 23, 2015 (indoor and outdoor); ","Phone: 780-464-3354","http://www.sherwoodparkfarmersmarket.ca","","-113.30263","53.52764"
"520","Sherwood Park","","Sherwood Park Salisbury ","false","Salisbury Greenhouse","Township Rd 52337, Range Rd 232 (1 mile south of  Wye Rd","","","true","","Thursday; 4:00 PM - 7:30 PM;  Jan 8, 2015 - Apr 17, 2015 (indoor); ","Phone: 780-904-7914","http://www.salisburyfarmersmarket.ca","","-113.29597","53.50941"
"1447","Slave Lake","","Slave Lake","false","Visitor Information Centre","12 Poplar Lane","","","true","","Friday; 11:00 AM - 3:00 PM;  Jun 5, 2015 - Aug 28, 2015 (outdoor); ","Phone: 780-849-4611","","","-114.76008","55.26466"
"252","Smoky Lake","","Smoky Lake","false","Agricultural Complex","4612 54 Ave","","","false","","Saturday; 10:00 AM - 12:00 PM;  Mar 28, 2015 - Dec 19, 2015 (indoor); ","Phone: 780-656-2463","https://www.facebook.com/#!/pages/Smoky-Lake-Farmers-Market/252564484880795","","-112.46888","54.11894"
"924","Edmonton","","Southwest Edmonton (SWEFM)","false","Terwillegar Community Recreation Centre parking lot","2051 Leger Rd NW","","","true","","Wednesday; 4:00 PM - 7:30 PM;  May 13, 2015 - Oct 7, 2015 (outdoor); ","Phone: 780-868-9210","http://www.swefm.ca","","-113.58243","53.45796"
"251","Spruce Grove","","Spruce Grove","false","Elevator Site","120 Railway Ave","","","false","","Saturday; 9:30 AM - 1:30 PM;  Apr 11, 2015 - Dec 19, 2015 (indoor); ","Phone: 780-240-5821","http://sprucegrovefarmersmarket.weebly.com/","","-113.90621","53.53992"
"1565","Spruce View","","Spruce View","false","Spruce View Hall","Highway 54","","","true","","Monday; 4:00 PM - 7:00 PM;  May 18, 2015 - Sep 7, 2015 (indoor and outdoor); ","Phone: 403-391-2573","","","-114.35899","52.08639"
"392","St Albert","","St Albert ","false","","St Anne St and St Thomas Streets","","","false","","Saturday; 10:00 AM - 3:00 PM;  Jun 13, 2015 - Oct 10, 2015 (outdoor); ","Phone: 780-458-2833","http://www.stalbertfarmersmarket.com","","-113.62724","53.63419"
"265","St. Paul","","St. Paul","false","Recreation Centre","5310 48 Ave","","","true","","Friday; 10:00 AM - 2:00 PM;  Jan 9, 2015 - May 1, 2015 (indoor); ","Phone: 780-645-2787","https://www.facebook.com/pages/St-Paul-Farmers-Market/330453577025876?ref=br_tf","","-111.30662","53.98953"
"250","Stettler","","Stettler","false","Agriplex","4516 52 St","","","true","","Tuesday; 9:00 AM - 1:00 PM;  Jun 2, 2015 - Sep 29, 2015 (indoor); ","Phone: 403-742-6288","","","-112.70953","52.31900"
"249","Stony Plain  ","","Stony Plain  ","false","Stony Plain Community Centre","5008 51 Ave","","","false","","Saturday; 9:00 AM - 1:00 PM;  Apr 4, 2015 - Dec 19, 2015 (indoor and outdoor); ","Phone: 780-962-3993","http://www.stonyplainfarmersmarket.ca","","-114.01099","53.52868"
"248","Strathmore","","Strathmore","false","Strathmore Ag Society Grounds","Wheatland Trail, one block North of Brent Blvd","","","true","","Friday; 3:00 PM - 7:00 PM;  Jun 5, 2015 - Sep 18, 2015 (indoor and outdoor); ","Phone: 403-901-0477","http://www.strathmorefarmersmarket.ca","","-113.40024","51.06003"
"247","Sundre","","Sundre","false","Curling Rink","101 - 2nd Ave NW","","","true","","Friday; 5:00 PM - 7:30 PM;  May 15, 2015 - Sep 18, 2015 (indoor); ","Phone: 403-638-7595","","","-114.64056","51.80039"
"246","Sylvan Lake","","Sylvan Lake","false","Railway Promenade ","Corner of 46 St and 49 Ave","","","true","","Friday; 4:00 PM - 7:30 PM;  May 15, 2015 - Sep 25, 2015 (outdoor); ","Phone: 403-887-3461","http://www.sylvanlakefarmersmarket.ca","","-114.09732","52.30771"
"423","Taber","","Taber ","false","Taber Agri-plex","6602 53 St","","","true","","Thursday; 5:00 PM - 7:00 PM;  Jul 2, 2015 - Sep 24, 2015 (indoor); ","Phone: 403-223-9539","http://taberagplex.com","","-112.14352","49.80266"
"245","Three Hills","","Three Hills","false","Three Hills Curling Club","217 3rd Ave N","","","true","","Tuesday; 10:00 AM - 1:00 PM;  May 19, 2015 - Sep 22, 2015 (indoor); ","Phone: 403-443-3694","","","-113.27015","51.70138"
"1304","Two Hills","","Two Hills Region","false","Centennial Hall","Main Street Downtown","","","true","","Friday; 2:30 PM - 6:00 PM;  Mar 6, 2015 - Dec 18, 2015 (indoor); ","Phone: 587-280-0958","","","-111.74500","53.71166"
"242","Valleyview","","Valleyview","false","Valleyview Memorial Hall","4804 50 St","","","true","","Thursday; 11:00 AM - 6:00 PM;  Feb 12, 2015 - Apr 2, 2015; Monthly (indoor); ","Phone: 780-524-4045","http://www.valleyviewfarmersmarket.com","","-117.26775","55.07139"
"240","Vegreville","","Vegreville","false","Elks Lodge","5002 - 55 Ave","","","true","","Friday; 8:30 AM - 11:30 AM;  Mar 27, 2015 - Dec 18, 2015 (indoor); ","Phone: 780-632-2743","","","-112.05029","53.49809"
"238","Vermilion","","Vermilion","false","Elks Hall","4926 - 49 Ave","","","true","","Tuesday; 10:00 AM - 1:00 PM;  Mar 17, 2015 - Dec 22, 2015 (indoor); ","Phone: 780-853-4669","","","-110.85502","53.35278"
"237","Viking","","Viking","false","Viking Community Hall","","","","true","","Thursday; 2:00 PM - 4:00 PM;  Mar 26, 2015 - Oct 29, 2015 (indoor); ","Phone: 780-592-2431","","","-111.76954","53.09786"
"864","Wainwright","","Wainwright Prairie Rose","false","Prairie Rose Senior Centre","731 2nd Ave","","","false","","Saturday; 10:00 AM - 1:00 PM;  Mar 7, 2015 - Dec 5, 2015; Monthly (indoor); ","Phone: 780-842-3424 ","","","-110.86662","52.83581"
"228","Westlock","","Westlock","false","Bargain Shop Mall","10211A - 100 St","","","true","","Friday; 11:00 AM - 3:00 PM;  Feb 13, 2015 - Dec 18, 2015 (indoor); ","Phone: 780-954-2437","","","-113.85463","54.15212"
"227","Wetaskiwin","","Wetaskiwin","false","Wetaskiwin Mall","3725 56 St","","","true","","Wednesday; 10:00 AM - 2:00 PM;  Jan 1, 2015 - Dec 23, 2015 (indoor); ","Phone: 403-783-4841","http://www.wetaskiwinfarmersmarkets.ca","","-113.37644","52.97048"
"226","Whitecourt","","Whitecourt","false","Legion Hall ","51 Ave & 50 St","","","true","","Tuesday; 11:00 AM - 2:00 PM;  May 5, 2015 - Oct 6, 2015 (indoor); ","Phone: 780-674-2106","","","-115.68460","54.14138"
"224","Wildwood","","Wildwood","false","Community Hall","4909 51 Ave","","","true","","Friday; 10:00 AM - 2:00 PM;  May 8, 2015 - Oct 9, 2015 (indoor); ","Phone: 780-325-2424","","","-115.23607","53.60406"
